AXIS_ID,CODE,ORIENTATION,ORDER,NAME,DESCRIPTION,TABLE_ID,IS_OPEN_AXIS
EBA_FINREP_EBA_F_04_09_FINREP_2016-A_1,,X,,EBA_FINREP_EBA_F_04.09_FINREP_2016-A_1,,,
EBA_FINREP_EBA_F_04_09_FINREP_2016-A_2,,Y,,EBA_FINREP_EBA_F_04.09_FINREP_2016-A_2,,,
EBA_FINREP_EBA_F_04_09_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04.09_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_04_09_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04.09_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_04_09_FINREP_2_9_1,,X,,EBA_FINREP_EBA_F_04.09_FINREP_2.9_1,,,
EBA_FINREP_EBA_F_04_09_FINREP_2_9_2,,Y,,EBA_FINREP_EBA_F_04.09_FINREP_2.9_2,,,
EBA_FINREP_EBA_F_04_09_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04.09_FINREP_3.0-Ind_1,,,
EBA_FINREP_EBA_F_04_09_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04.09_FINREP_3.0-Ind_2,,,
EBA_FINREP_EBA_F_04_10_FINREP_1,,X,,EBA_FINREP_EBA_F_04.10_FINREP_1,,,
EBA_FINREP_EBA_F_04_10_FINREP_2,,Y,,EBA_FINREP_EBA_F_04.10_FINREP_2,,,
EBA_FINREP_EBA_F_04_10_FINREP_2017-A_1,,X,,EBA_FINREP_EBA_F_04.10_FINREP_2017-A_1,,,
EBA_FINREP_EBA_F_04_10_FINREP_2017-A_2,,Y,,EBA_FINREP_EBA_F_04.10_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_04_10_FINREP_2_9_1,,X,,EBA_FINREP_EBA_F_04.10_FINREP_2.9_1,,,
EBA_FINREP_EBA_F_04_10_FINREP_2_9_2,,Y,,EBA_FINREP_EBA_F_04.10_FINREP_2.9_2,,,
EBA_FINREP_EBA_F_04_10_FINREP_3_0-Ind_1,,X,,EBA_FINREP_EBA_F_04.10_FINREP_3.0-Ind_1,,,
EBA_FINREP_EBA_F_04_10_FINREP_3_0-Ind_2,,Y,,EBA_FINREP_EBA_F_04.10_FINREP_3.0-Ind_2,,,
EBA_FINREP_EBA_F_05_00_FINREP_2015-A_1,,X,,EBA_FINREP_EBA_F_05.00_FINREP_2015-A_1,,,
EBA_FINREP_EBA_F_05_00_FINREP_2015-A_2,,Y,,EBA_FINREP_EBA_F_05.00_FINREP_2015-A_2,,,
EBA_FINREP_EBA_F_05_01_FINREP_2017-A_2,,X,,EBA_FINREP_EBA_F_05.01_FINREP_2017-A_2,,,
EBA_FINREP_EBA_F_05_01_FINREP_2017-A_3,,Y,,EBA_FINREP_EBA_F_05.01_FINREP_2017-A_3,,,
EBA_FINREP_EBA_F_05_01_FINREP_2_8_2,,X,,EBA_FINREP_EBA_F_05.01_FINREP_2.8_2,,,
EBA_FINREP_EBA_F_05_01_FINREP_2_8_3,,Y,,EBA_FINREP_EBA_F_05.01_FINREP_2.8_3,,,
