TABLE_ID,NAME,CODE,DESCRIPTION,MAINTENANCE_AGENCY_ID,VERSION,VALID_FROM,VALID_TO
EBA_FINREP_EBA_F_31_01_FINREP_2017-A,F 31.01,F_31.01,F 31.01 Related parties: amounts payable to and amounts receivable from,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_31_01_FINREP_3_0-Ind,F 31.01,F_31.01,F 31.01 Related parties: amounts payable to and amounts receivable from,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_31_02_FINREP_2016-A,F 31.02,F_31.02,F 31.02 Related parties: expenses and income generated by transactions with,EBA,FINREP 2016-A,,
EBA_FINREP_EBA_F_31_02_FINREP_2017-A,F 31.02,F_31.02,F 31.02 Related parties: expenses and income generated by transactions with,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_31_02_FINREP_3_0-Ind,F 31.02,F_31.02,F 31.02 Related parties: expenses and income generated by transactions with,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_40_01_FINREP_2015-B,F 40.01,F_40.01,F 40.01 Scope of the group: “entity-by-entity”,EBA,FINREP 2015-B,,
EBA_FINREP_EBA_F_40_01_FINREP_2017-A,F 40.01,F_40.01,F 40.01 Scope of the group: “entity-by-entity”,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_40_01_FINREP_3_0-Ind,F 40.01,F_40.01,F 40.01 Scope of the group: “entity-by-entity”,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_40_02_FINREP,F 40.02,F_40.02,"F 40.02 Scope of the group: ""instrument-by-instrument""",EBA,FINREP,,
EBA_FINREP_EBA_F_40_02_FINREP_2017-A,F 40.02,F_40.02,"F 40.02 Scope of the group: ""instrument-by-instrument""",EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_40_02_FINREP_3_0-Ind,F 40.02,F_40.02,"F 40.02 Scope of the group: ""instrument-by-instrument""",EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_41_01_FINREP,F 41.01,F_41.01,F 41.01 Fair value hierarchy: financial instruments at amortised cost,EBA,FINREP,,
EBA_FINREP_EBA_F_41_01_FINREP_2017-A,F 41.01,F_41.01,F 41.01 Fair value hierarchy: financial instruments at amortised cost,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_41_01_FINREP_3_0-Ind,F 41.01,F_41.01,F 41.01 Fair value hierarchy: financial instruments at amortised cost,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_41_02_FINREP_2014-03,F 41.02,F_41.02,F 41.02 Use of the Fair Value Option,EBA,FINREP 2014-03,,
EBA_FINREP_EBA_F_41_02_FINREP_2017-A,F 41.02,F_41.02,F 41.02 Use of the Fair Value Option,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_41_02_FINREP_3_0-Ind,F 41.02,F_41.02,F 41.02 Use of the Fair Value Option,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_41_03_FINREP,F 41.03,F_41.03,F 41.03 Hybrid financial instruments not designated at fair value through profit or loss,EBA,FINREP,,
EBA_FINREP_EBA_F_42_00_FINREP_2015-A,F 42.00,F_42.00,F 42.00 Tangible and intangible assets: carrying amount,EBA,FINREP 2015-A,,
EBA_FINREP_EBA_F_42_00_FINREP_2017-A,F 42.00,F_42.00,F 42.00 Tangible and intangible assets: carrying amount,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_42_00_FINREP_2_9,F 42.00,F_42.00,F 42.00 Tangible and intangible assets: carrying amount by measurement method,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_42_00_FINREP_3_0-Ind,F 42.00,F_42.00,F 42.00 Tangible and intangible assets: carrying amount by measurement method,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_43_00_FINREP_2015-A,F 43.00,F_43.00,F 43.00 Provisions,EBA,FINREP 2015-A,,
EBA_FINREP_EBA_F_43_00_FINREP_2017-A,F 43.00,F_43.00,F 43.00 Provisions,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_43_00_FINREP_3_0-Ind,F 43.00,F_43.00,F 43.00 Provisions,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_44_01_FINREP,F 44.01,F_44.01,F 44.01 Components of net defined benefit plan assets and liabilities,EBA,FINREP,,
EBA_FINREP_EBA_F_44_01_FINREP_2017-A,F 44.01,F_44.01,F 44.01 Components of net defined benefit plan assets and liabilities,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_44_01_FINREP_3_0-Ind,F 44.01,F_44.01,F 44.01 Components of net defined benefit plan assets and liabilities,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_44_02_FINREP,F 44.02,F_44.02,F 44.02 Movements in defined benefit plans and employee benefits,EBA,FINREP,,
EBA_FINREP_EBA_F_44_02_FINREP_2017-A,F 44.02,F_44.02,F 44.02 Movements in defined benefit plans and employee benefits,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_44_02_FINREP_3_0-Ind,F 44.02,F_44.02,F 44.02 Movements in defined benefit plans and employee benefits,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_44_03_FINREP,F 44.03,F_44.03,F 44.03 Memo items [related to staff expenses],EBA,FINREP,,
EBA_FINREP_EBA_F_44_03_FINREP_2017-A,F 44.03,F_44.03,F 44.03 Memo items [related to staff expenses],EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_44_03_FINREP_2_9,F 44.03,F_44.03,F 44.03 Staff expenses by type of benefits,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_44_03_FINREP_3_0-Ind,F 44.03,F_44.03,F 44.03 Staff expenses by type of benefits,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_44_04_FINREP_2_9,F 44.04,F_44.04,F 44.04 Staff expenses by category of remuneration and category of staff,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_45_01_FINREP_2016-A,F 45.01,F_45.01,F 45.01 Gains and losses on financial assets and liabilities designated at fair value through profit or loss by accounting portfolio,EBA,FINREP 2016-A,,
EBA_FINREP_EBA_F_45_01_FINREP_2017-A,F 45.01,F_45.01,F 45.01 Gains and losses on financial assets and liabilities designated at fair value through profit or loss by accounting portfolio,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_45_01_FINREP_3_0-Ind,F 45.01,F_45.01,F 45.01 Gains and losses on financial assets and liabilities designated at fair value through profit or loss by accounting portfolio,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_45_02_FINREP_2015-A,F 45.02,F_45.02,F 45.02 Gains and losses on derecognition of non-financial assets other than held for sale,EBA,FINREP 2015-A,,
EBA_FINREP_EBA_F_45_02_FINREP_2017-A,F 45.02,F_45.02,F 45.02 Gains or losses on derecognition of non-financial assets,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_45_02_FINREP_2_9,F 45.02,F_45.02,F 45.02 Gains or losses on derecognition of non-financial assets,EBA,FINREP 2.9,,
EBA_FINREP_EBA_F_45_02_FINREP_3_0-Ind,F 45.02,F_45.02,F 45.02 Gains or losses on derecognition of non-financial assets,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_45_03_FINREP,F 45.03,F_45.03,F 45.03 Other operating income and expenses,EBA,FINREP,,
EBA_FINREP_EBA_F_45_03_FINREP_2017-A,F 45.03,F_45.03,F 45.03 Other operating income and expenses,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_45_03_FINREP_3_0-Ind,F 45.03,F_45.03,F 45.03 Other operating income and expenses,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_46_00_FINREP_2015-A,F 46.00,F_46.00,F 46.00 Statement of changes in equity,EBA,FINREP 2015-A,,
EBA_FINREP_EBA_F_46_00_FINREP_2017-A,F 46.00,F_46.00,F 46.00 Statement of changes in equity,EBA,FINREP 2017-A,,
EBA_FINREP_EBA_F_46_00_FINREP_3_0-Ind,F 46.00,F_46.00,F 46.00 Statement of changes in equity,EBA,FINREP 3.0-Ind,,
EBA_FINREP_EBA_F_47_00_FINREP_2_9,F 47.00,F_47.00,F 47.00 Loans and advances: Average duration and recovery periods,EBA,FINREP 2.9,,
